,text,scores,user_flowers,fav_count,aspects
420,It might sound preposterous but Donald Trump will have a lingering effect on Guelph and the rest of Canada. Imagine… https://t.co/DI6kQiUVND,1,59,0,trump
421,@Dre1018 The irony is incredible. Trump would send them all back to Cuba if he could. Maybe they’re just hiding in plain sight? Idfk,3,235,0,trump
422,"@JoeBiden How many times have you said Donald Trump is not up to the job.

Find a new line saying what you will do!",1,2144,0,"biden,trump"
423,@realDonaldTrump Maybe in your fantasy world! Your whole demeanor showed you were tense and hesitant! Face it trump… https://t.co/2FfFzOTXFa,2,1832,0,trump
424,@WorldOfZen1 @craddock_ellis @xjp95 @Rbnei1021 @VOSChinese @c357076 @zhangdengke2002 @Kokomothegreat @LuckyLukeXO… https://t.co/gQH918rh0a,2,1944,1,biden
425,"@HoarseWisperer It's crazy how even Trump's lackeys know he's an idiot who just needs certain buttons pushed, no ma… https://t.co/VphIFgs7sh",1,83,0,trump
426,@DavidHMandel All Biden has to do is drink water with one hand and sprint down the Ramp. The Video will provide a s… https://t.co/ZDDgliX82Q,2,175,3,biden
427,Trump is nothing like that asswipe we have for a PM. HE HAS DONE MORE FOR THE AMERICAN PEOPLE THAN ANY OTHER PRESID… https://t.co/U7zqd30LfU,1,1288,1,trump
428,@itzjust_ant8 That’s the reason democrats voted good old DementiaJoe to run unfortunately the picked a man that can… https://t.co/lt4Ed7BXIN,2,23,0,"trump,biden"
429,@EricTrump @realDonaldTrump Happy Birthday President Trump!  Our prayers are with you and your family. We thank you… https://t.co/DuF4ZSVhRy,3,1,0,trump
430,"@ProjectLincoln If Biden is elected, can he demand to have Trump's tax returns released? Is it legal?  Please say it's legal, lol.",2,6,0,"biden,trump"
431,"😹😹😹😹

What a load of bullshit. So, a protest for ppls rights and the re-opening caused a spike, but the protests of… https://t.co/2CSuB9e5GU",2,397,3,"trump,biden"
432,@in_jethro @89fingerslouie @CBCNews Have you seen the way Melania looks at Trudeau now. She would drop that sack of… https://t.co/wgxo4voTph,2,155,0,trump
433,"@HellinaHandbas6 @AdamParkhomenko I would normally agree, but trump has made a career of treating people like poo,… https://t.co/XHB9Fz3OCo",3,26,1,"biden,trump"
434,"@fuckujan @Freedomm777 Because apparently Trump, Nixon and Bush never made the list. Or it’s just another case of barely-veiled racism.",1,218,1,trump
435,"@SeremaStorm @d_ast777 @hown_store I think he was right.

We ignore or write off as quirky some great pointers.

Ex… https://t.co/MHNvvkNtO6",2,1388,1,biden
436,Absolutely NOT! Trump will stand in that indoor arena and breathe all that air. https://t.co/X0T6xJ0mEt,2,113,0,trump
437,@RealCandaceO I love you Candice Owens. You are going to Keep Trump's America Great for several generations.,3,3857,1,"biden,trump"
438,@HKrassenstein What an idiotic viewpoint. Voting Biden is saving us from fascism? Lol. There literally are many mor… https://t.co/jZeaGyF09n,1,197,1,biden
439,"The people who say Cotton will be the '24 nominee still misunderestimate the right-wing. It'll be Trump, Trump Jr.,… https://t.co/VXRM3zGrQi",3,325,1,trump
440,"@SecPompeo @realDonaldTrump ...blah, blah, blah. Enjoy prison with trump.",1,749,0,trump
441,@HigginsResist @Politidope @PalomaStovall Well I suppose less Trump voters. 😬,1,3221,0,"biden,trump"
442,"@LisaMei62 @JonnyQ91870560 Dr. Good Vibes just put out a video singing about the  COVID MASK-erade. #Plandemic 

 https://t.co/cSb5wXqMjo",3,638,0,biden
443,Trump Tries To Explain Awkward West Point Walk That Lit Up Twitter Critics : #auspol #australiapm https://t.co/fJbjMg1bka,1,5828,1,trump
444,@gtconway3d @KoudysGirl @realDonaldTrump It's like Trump lives in an alternate reality from the rest of us,2,82,0,trump
445,@Matthew_4_Trump Same here.,2,5348,1,trump
446,@HKrassenstein These are old circa 2016 all the videos sent said there’s been 3 1/2 beautiful years of Donald Trump… https://t.co/4EOholyvTf,1,8397,0,trump
447,"@MultuousT @PolitiBunny Yeah, ‘cos trump is oh so decent isn’t he?  GTFOH.  #BunkerBoy #DiaperDon  #UnfitAndUnstable https://t.co/vfuacb5rIP",3,56,0,trump
448,"@afortini No, a spoiler. Remember, Biden will have a lot of serious talent on board. If you vote third party, you'r… https://t.co/jnKVNgNWyZ",1,4231,0,biden
449,@gk_kg0 @skaijackson I heard that you can still vote for him but it’s just batter to vote Biden because the major of people are.,3,35,1,biden
450,"@ToeMaroni @AZashleigh22 @GhostWilber @mysticlove78 @GoP__Botched @Ocnvg8r @ShyDeplorable No, the other AZ Senator… https://t.co/n6TGqi2fNv",1,1872,3,biden
451,"@realDonaldTrump Trump, just shut up, please; just do it.",1,4013,0,trump
452,@BillKristol Going up is a heck of a lot easier than going down without a hand rail when you’re a senior citizen. T… https://t.co/TU36u3hGlJ,1,4,0,biden
453,@trisha78874415 @JuliansRum @Inevitable_ET HAPPY BIRTHDAY PRESIDENT TRUMP 🇺🇸 ❤️ 🇨🇦 #Trump2020NowMoreThanEver,2,5957,21,trump
454,"@Michigandeplor2 I saw the West Point speech, and it was amazing. President Trump is at the top of his game. His sp… https://t.co/Xh300LNANe",4,446,2,"biden,trump"
455,@irishson1916 @ErrolWebber @realDonaldTrump @POTUS OBAMA STATRTED THIS B.S. LONG BEFORE MR. TRUMP TOOK OFFICE! BTW… https://t.co/nroo0enrHb,1,737,0,trump
456,@afortini You’re looking at Trump dismantling more environmental protections. You have to be some advanced form of… https://t.co/evB65M7zI4,1,1055,0,trump
457,@janforney1 @ZevShalev @ericgarland @LincolnsBible @SHoffenberg @maddow @MSNBC @msnbc too much trump on msnbc. I've switched to CNN.,1,39,0,trump
458,"@Dylan_Moye I love it,  Trump 2020 👏❤🇺🇸❤",3,9278,1,"biden,trump"
459,"@85bradly @DenzJG @scientificrealm @the_resistor @realDonaldTrump @BreitbartNews MAGA Conspiracy BS.

Trump is pure… https://t.co/pLq5qCms44",2,397,0,trump
460,"@bbusa617 Man, Biden can't do anything right!!🤣🤣🤣🤣",1,353,9,biden
461,@Mike_Pence @realDonaldTrump Happy birthday President Trump. Trump 2020,3,1,0,trump
462,"@WhiteHouse @realDonaldTrump The United States is in a recession, protests are on going throughout the nation and 1… https://t.co/aVDLSA1bda",2,14,1,trump
463,@BillKristol Oh please.  This is obviously one old boy Republican trying to salvage the reputation of another.   Bo… https://t.co/UYY9LAbskl,2,83,0,"biden,trump"
464,@conservatismtlk @EpochTimes @JoeBiden @realDonaldTrump The silent majority Trump  2020🇺🇸🇺🇸🇺🇸,2,822,0,"biden,trump"
465,you can’t be a racist and as soon as you’re called out you cry to someone on the phone being a pussy and saying you… https://t.co/AbCAWtvY5m,1,632,0,biden
466,@jb6050 The Trump effect,2,890,0,trump
467,@SAVoltolin If you can't see a difference between trump and Biden then you are blind. The reality is you are a trump enabler.,3,7356,2,"trump,biden"
468,I’m roaring at this Trump birthday post. https://t.co/hP2JTWuDbL,2,26500,61,trump
469,@afortini No you are a trump supporter,1,8358,1,trump
470,"@LuLuRoche @JollyMollyRoger @glennkirschner2 Yep. As long as he gets his money out of it he considers it a ""success… https://t.co/kmhUeEfvkz",2,963,4,biden
471,@RDangler A vote for the Green Party is a vote for Trump.,3,298,6,trump
472,"@jumpingfrogger @charliekirk11 Trump is a leader, Whether he is a Democrat or Republican.
Leaders lead. They do not… https://t.co/fYF88OujsU",2,144,0,trump
473,@SuzebBrowwn @1980Dorothy And Dems can't beat Trump and still blame Greens?,1,1,0,trump
474,"@parscale Trump &amp; his campaign tell ridiculous lies. “In Tampa, Trump claimed thousands of people who couldn’t get… https://t.co/UmrBu3KPI5",1,105,0,trump
475,@realDonaldTrump You mean the racist being pushed back into their basements? #Trump #racism #VoteTrumpOut,1,226,0,trump
476,@MeredthSalenger What Trump craves the most is to be included and validated by Hollywood... to be seen as an A list… https://t.co/5H3QuPA67o,1,3,1,trump
477,Most Americans Say Wealth Hasn’t Improved During Trump Years  https://t.co/iXlOGvGXkN,3,154716,0,trump
478,@jadastackhouse Something Trump could never have....Swagg!,1,3524,0,trump
479,"@mistyashenSL @realDonaldTrump President Trump best ever!!
Obama, you did NOTHING except divide us!!   REMEMBER Fer… https://t.co/hyCPg8Oh0P",3,3028,0,trump
480,"@DNEIW @BradleyWhitford We thought Arkansas was long gone for Dems, but historically we flip flop. Bill appearing a… https://t.co/jXAn0oShb9",1,157,0,biden
481,"(I WOULD GLADLY OPEN THE DOOR FOR GODS++++GENERAL7** INSTEAD OF GOD++++BUT THAT'S TRUMP'S CALL,.....+I DO WHAT I AM TOLD,.....+",3,26,0,"trump,biden"
482,@JoeBiden Joe Biden’s Antifa mask will come off when the COVID /George Floyd Psi-Op is over November 4th .,2,421,0,biden
483,@SenRonJohnson you realize if Trump loses this election that ALL INVESTIGATIONS WILL STOP into the leaks into his p… https://t.co/uY7qpBz5RI,1,748,0,trump
484,"I love this painting, and indeed Joe Biden will hang it. https://t.co/eEL2bIdNSy",3,620,2,biden
485,"@JackPosobiec VOTE Republican in NOVEMBER and support President Trump. 
If you VOTE Republican, we'll keep our curr… https://t.co/VhDlMUxlTX",3,189,0,trump
486,"Who's  B  E  Y  O  N  D

SICK of Trump &amp; Comp?",2,112474,35,"biden,trump"
487,"""That Was Blown by the Obama Administration"" - Former DNI Ric Grenell RIPS Obama for Unprecedented Spying and Sabot… https://t.co/DFAeA3PCtK",1,8756,0,biden
488,@parscale @MrLeighTAS And Biden can't even fill his cellar.,2,525,1,biden
489,"@RealJamesWoods @njuguna777 Yet the military bases are named for traitors to the United States of America, those wh… https://t.co/LBrPfsDw3Z",2,1509,1,trump
490,@afortini You are considered a voter for trump,2,1496,2,trump
491,@kkreitman @AlijahMars @KnottDonn @Freedom_Flan No. I am not voting for Trump.,2,302,2,"biden,trump"
492,@rzschinderman @afortini Think of it differently. Vote for Biden is a vote to replace RGB. If you are prepared for… https://t.co/BAvTfnOn9u,2,299,1,biden
493,"@realDonaldTrump #Trump4EVA I just took a Twitter pole .Over 2 k votes, 95 percent voting for @Trump .🇺🇸❤️Silent no more!!",2,371,3,"trump,biden"
494,🎂🛍🥂🍾🎉♥️🍰🍨💞HAPPY BIRTHDAY PRESIDENT TRUMP 🇺🇸🇺🇸🙏🙏🎂🎂 https://t.co/z2iKCLZS8E,3,11,0,trump
495,@Anythingpork Don't tell Trump...he be jealous!,1,63,1,trump
496,There’s at have been a meeting this weekend to plan the media’s distraction to Biden’s dementia. https://t.co/B65a5dNGRh,1,396,0,biden
497,"@LinkedHD It couldn't  possibly be #BarackObamaDayJune14th could it?
I'm worried about Trump because… https://t.co/4j59wBuWb7",1,125,13,trump
498,@FindAClearTruth @realDonaldTrump @JoeBiden If President Trump looks weary it may be because he actually does his job.,1,130,0,"trump,biden"
499,"@tedcruz NEW: Republican Voters Against Trump Ad running in SC/NC/DC.
@lindseygrahamSC on @JoeBiden: ""as good a man… https://t.co/0AGo1Z3Ie5",3,883,0,"trump,biden"
