,text,scores,user_flowers,fav_count,aspects
341,"Currently a good majority of caucasians carry 7% of the neanderthal gene.
Neanderthals were aggressive, lack very l… https://t.co/E8cWNHCzvE",3,165,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
342,"Their is not a govt controlled country, who has not sold their own people to GENOCIDAL death, for their own pocket… https://t.co/6CGrENy2ff",1,83,0,"preexisting,healthcare,insurance,coverage,medicare,aca,affordable,medicaid,pocket"
343,"@slammmminsam Hello. We are academic  experts with years  of experience. Kindly hire us to ace your assignments,  e… https://t.co/40FiTsTFOP",2,136,0,"healthcare,medicare,aca"
344,@CardBurglar The psa 10 are pretty expensive already. 9 are easily affordable for now,3,390,1,"healthcare,medicare,affordable"
345,"Don’t care how much it cost , I’d get it https://t.co/EsK99aK1VC",2,565,0,"healthcare,medicare,cost"
346,@tminear @theheraldsun His comments cost him his job? No mention of corruption lol,2,6,0,cost
347,@WWE @itsBayleyWWE @SashaBanksWWE Would have been a great way to really get the feud going for #WWESummerSlam to ha… https://t.co/d4jSRlmW6u,2,270,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
348,Someone please explain to my baby momma she needs to pack all of her shit and get the fuck out of my house and retu… https://t.co/CJdjHwDAhJ,2,5362,0,coverage
349,"@animatedphia @EVA_THANG_SIMS @Empom1986 @TheGGround @LyfeFreeSpirit Dear Ms.Phia:
          An interesting point o… https://t.co/ZGYbfUaUgc",3,3,0,insurance
350,"@janet_cutts @robbwolf @LowCarbVet @NutritionalThe3 If that dumbing-down of the argument is an insult I'm sorry, I… https://t.co/kSqFj3I6dr",2,62,1,"preexisting,insurance"
351,@biggayicecream Hi! I work at NORTHWELL Lenox Hill hospital and I was wondering if your company could donate any tr… https://t.co/X7xdWFlV73,3,169,0,"insurance,prescription,preexisting,medicare,medicaid"
352,"if it is at all in my power when i work in healthcare, i will never deny ANYONE an equal level of treatment and respect.",1,44,1,"preexisting,insurance,prescription,medicare,medicaid,healthcare"
353,@coeurlclaw I try to always tip the cost of the commission 😔,2,195,1,"insurance,prescription,preexisting,medicare,medicaid,cost"
354,@PoeticJ59274248 Probably just renewed his prescription for antibiotics for his syphilis.,2,5833,0,"prescription,affordable"
355,@realDonaldTrump Does anyone notice that you can save a bunch of money on your car insurance by switching to Geico?,1,50019,10,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,prescription"
356,@RobbieG63 Sorry Rob! I had a few other Ds in my back pocket but decided to go with all ‘71 tunes!,2,277,2,"insurance,prescription,preexisting,medicare,medicaid,healthcare,coverage,aca,affordable,pocket"
357,@jaimetoons Apologies are no longer acceptable. They don’t effect change. Firings and disablement of economic advan… https://t.co/dGMUiBpE3v,1,1297,11,"healthcare,medicare"
358,"@bappo_le You out pizza the hut yes, but at what cost",2,32,0,cost
359,"@Conroegirl @realDonaldTrump That’s lovely. Hey, can you call the inept moron &amp; ask him why as our 1st Black Presid… https://t.co/oEYnUpxGi5",3,241,0,prescription
360,UPDATE re billing. CPV will no longer offer bulk billing for telehealth sessions as of 1st of July. Telehealth will… https://t.co/AEkG5wwtBn,2,4,0,"healthcare,prescription,preexisting,medicare,affordable"
361,lol this woman really just UberEats ordered a 12 pack of our proprietary espresso pod things that cost like 20 buck… https://t.co/fWzqhYqUK1,1,1260,6,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,cost"
362,@gyaigyimii I have this and it side pocket but the thing I got it from Kanta 🙁,2,2028,4,"insurance,prescription,preexisting,medicare,medicaid,pocket"
363,"Lets not forget about healthcare too boios. 

Ohhhh yes, this is america and we have some work to do https://t.co/MJyrbdbuyM",1,153,0,"healthcare,preexisting"
364,Donald J. Trump: Bring Back Trans Rights in Healthcare - Sign the Petition! https://t.co/Zl2yJ8UH3e via @Change,2,1520,0,"insurance,preexisting,healthcare"
365,@FredWuPA @UCSFFresno @SenatorBorgeas @JimPatterson559 @MayorLeeBrand @FresnoBee @CityofFresno @FresnoCountyCA… https://t.co/cMXCVwuP4e,2,751,0,aca
366,Imagine working in healthcare and NOT doing everything you can to help your patients because you’re a piece of absolute trash,1,822,19,"insurance,preexisting,healthcare,coverage,medicare,aca,affordable,medicaid"
367,"@jared_ellias Bankruptcy financed by retail-donations, sounds like JEF is starting a new coverage group.
In your re… https://t.co/29YzbHmO5v",1,41,0,"preexisting,healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
368,@cfuhrmanATC @HillsboroughSch Same thing happening in Savannah. 10 public schools starting conditioning with out AT coverage.,2,190,0,"insurance,preexisting,coverage"
369,"Everyone's favorite pocket-sized toy from the '90s is continuing to make a comeback.
https://t.co/kONUAjwkk0",3,40439,0,"pocket,preexisting,healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
370,Her Hot Pocket should be baking,2,43,0,pocket
371,Fox News Used Digitally Altered Photos in Coverage of Seattle Protests and ‘Capitol Hill Autonomous Zone’ https://t.co/G9zuIsMBKt,2,435,0,"insurance,preexisting,coverage"
372,Placed on freeways with a couple of dozen others after the passage of the #AffordableCareAct/#ACA… https://t.co/VUDLpqcDaL,1,4632,9,"prescription,healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
373,@duritzkitten @Ontheotherhand Unfortunately it's starting to look like both Libertarians and Greens are pretty much… https://t.co/2FTP6GvyUE,1,781,0,"healthcare,medicare"
374,"@PressSec @realDonaldTrump Hey World 

#IllegitimatePresident @realDonaldTrump is a MassMurderer 
117K DEATHS on Hi… https://t.co/dyhNTPxyKI",1,18818,1,"preexisting,healthcare,insurance,coverage,medicare,aca,affordable,medicaid,prescription"
375,"I know 5,000+ people who don’t need healthcare because of you 
Andrew Cuomo ! https://t.co/0IqSDsLawv",2,6072,0,"insurance,prescription,preexisting,medicare,medicaid,healthcare"
376,@OSAK1NA pocket open for u,2,1315,0,"pocket,affordable,insurance"
377,"we constantly have to treat racist, sexist, homophobic, &amp; all around bad people constantly. &amp; now it’s legal to den… https://t.co/Z8KiPZiaOj",1,117,1,cost
378,"Only 5 books left to meet our goal!! 
If you can't do that, there are $0.99 Pocket Constitutions in the list as wel… https://t.co/NJaw4cSKdI",1,914,0,"healthcare,medicare,pocket,insurance,preexisting"
379,"@CatFoodBreath I loaf to pretend I'm a cathlete when I'm waiting for the TV coverage.
Storm ⚡
#TourDeCouch… https://t.co/rRJDXugzr3",2,885,4,"insurance,prescription,preexisting,medicare,medicaid,healthcare,coverage,aca,affordable"
380,How to Use Excel Spreadsheet Formulas https://t.co/oWRv2IzB4P,2,1470,0,"pocket,cost"
381,"@JoeBiden @ewarren A 70 yr old coronavirus survivor in Seattle rec'd hospital bill for $1,122,501.94 for life savin… https://t.co/G1otfh8VhM",1,217,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,preexisting"
382,"South African insurance policies under investigation over coronavirus claims https://t.co/M2yvRxoza3 via @businesstechSA 
@NotCheGuevera",2,125,0,"insurance,coverage"
383,"Oh good. Let's just torpedo Amy McGrath at the 11th hour. Seriously, Democratic Party. Get it the fuck together. Me… https://t.co/7PdOQIcHIs",3,1650,4,coverage
384,@JJN22 @TomiLahren @itsJeffTiedrich Um 26 year olds on parents health insurance as put into affect by your boy Obama.,2,126,0,"prescription,healthcare,insurance"
385,"Ireland urged to pursue low-cost wind policies 

READ MORE: https://t.co/DJuB8USp4L

#GeothermalEnergy… https://t.co/UJ109sPIBF",1,17587,0,cost
386,"if u being an insurance agent for just a few years and achive MDRT , its just the beginning. next chapter will come… https://t.co/H9AOiYu84i",2,265,0,"insurance,affordable,healthcare,coverage,medicare,aca,medicaid"
387,Reinstate laws that protect LGBT people's right to healthcare - Assine a petição! https://t.co/zLKgzyStzB via @change_br,2,272,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
388,@kiyotoshi_y @YukariSakamoto In a hospital now getting X-rays of my arm that I broke when I crashed by bike. I expe… https://t.co/GZ4rfdI5Nd,1,103,3,"insurance,preexisting,healthcare,coverage,medicare,aca,affordable,medicaid,prescription"
389,"📌NETFLIX PREMIUM 

(SHARED)
3 months - P200

(SOLO)
1 month - P250 (FW)
1 month - P150 (NW)

💌dm us to avail

🍒 spo… https://t.co/gqyD0irjTs",3,285,0,"pocket,cost,aca"
390,"The human cost of the climate crisis will hit harder, wider, and sooner than previously believed, a billion people… https://t.co/QiL6YYwmka",3,1739,0,"cost,healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
391,@STALKERVIDS you are a l w a y s so outta pocket- https://t.co/YYk8SyB2P6,2,87,3,"healthcare,medicare,insurance,coverage,aca,affordable,medicaid,prescription,preexisting,cost,pocket"
392,Waiting fiftyleven years for that goddamn notebook which turned out to be pocket sized and we couldn’t even write i… https://t.co/tQCLs6jxep,2,2756,18,"affordable,pocket"
393,"@AStunningRose + report, claiming that someone from your department has been deliberately erasing data of certain t… https://t.co/QqARVMDfAp",3,367,0,healthcare
394,My dad told me to take a video of him and my future husband unloading the uhaul for “insurance purposes” was my fav… https://t.co/I3qjygMphw,3,375,1,"medicare,medicaid,healthcare,insurance,coverage,aca,affordable"
395,"Just for comparison, 200ml of this would normally cost about $4. Coles sells 225ml for about $4.50. So the below is… https://t.co/ED5TQqT988",2,281,3,"affordable,cost"
396,imagine being a local artist and thinking you should be seen as essential as people who provide healthcare and food to the country,3,668,48,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
397,@GameSpot Better question- how much will series x cost?,2,4,0,"preexisting,cost"
398,@proudjeon @hyunj8e little pocket rocket 😢,2,1843,1,pocket
399,@WWENetwork @NiaJaxWWE @WWEAsuka I hope Asuka has insurance 😬 #WWEBacklash,2,2577,6,"insurance,prescription,preexisting,medicare,medicaid"
400,"The lack of media coverage is shambolic here.

I’ve seen @MENnewsdesk cover it but not heard a peep from the likes… https://t.co/yVdXYyT64g",1,1935,64,"coverage,preexisting,healthcare,insurance,medicare,aca,affordable,medicaid"
401,20200614: CP : Liberals look at buying distressed buildings to save stock of affordable housing https://t.co/jiwATRXV5r,1,318,0,affordable
402,@pocket_rocket96 Bis and delts. Good work,3,259,1,pocket
403,"@miss96jane @ToireasaB @DKnight10000 Young people vote on concepts not ""party"", because the partys are funded by th… https://t.co/a0NjDzIAAJ",1,766,0,"prescription,healthcare,medicare"
404,@JustTheNews Why would they care. It does not come out of their pocket. How many more worth of useless hours.,2,2,0,pocket
405,Reinstate laws that protect LGBT people's right to healthcare - Sign the Petition! https://t.co/iyXMC1w0B4 via @Change,2,1520,0,healthcare
406,"@helwoFN_ @LG_beehive No, PCs don't cost thousands of dollars. They CAN cost thousands of dollars, but not all of them do.",1,0,0,cost
407,@hatesputin @Mercurial891 @BryanDawsonUSA @afortini You're the only one who wants to make sure the poor poc communi… https://t.co/3qdiHvxTmK,2,871,1,pocket
408,@Stop_Trump20 Here's what happens when @gop puts insurance $$$ before taxpayers $$$. They put mentally I'll citizens on the street.,2,1553,0,"insurance,prescription"
409,"@bretto1997 @yojburt @ciaojuliet @cwalbone @Eliza__Mae @rhysblakely As an Australian, your mindset on healthcare is… https://t.co/ax6wWD549G",2,167,4,"insurance,prescription,healthcare"
410,"@realDonaldTrump Your favorite Faux News talked about it in their apology 😂

https://t.co/omf3AQtGX6",2,4,0,"insurance,preexisting"
411,Foxer Women Split Leather Short Wallet Female Wallet Chic Mini Coin Pocket Luxury Money Purse Lady Card Holder for… https://t.co/NlE0LJuwPn,2,112,0,pocket
412,"@Earwig360 @ida_skibenes @afortini I voted @ewarren. Now I'm voting for #GreenNewDeal, no prison for drug offenses,… https://t.co/IwZV1kVe7f",2,1492,3,"insurance,prescription,preexisting,medicare,medicaid,affordable"
413,"@hardlynormal Glad they figured it out. Don’t understand how it’s elective, though. Hope they can help you make the case for coverage.",1,105049,0,"affordable,coverage"
414,Over $6.7 million has been raised so far through bundle purchases! The minimum amount is just $5. Five bucks for ov… https://t.co/EFgGWZyJKa,2,376,0,"coverage,preexisting,affordable"
415,yea im awake but at what cost,2,6,0,cost
416,"@sabrina_smilee america has shit healthcare, part MXVIII",2,762,1,healthcare
417,"@GermanLizard @ge_kaitlyn @danielstrett1 @DearMrAtheist @KyleKulinski biden will not give us healthcare, or better… https://t.co/ra0EC0Xpxt",1,132,0,"healthcare,affordable"
418,"@noCoach47 @RyanHyattMedia @GregAbbott_TX People will always show up for winners. But, if people realize that they… https://t.co/nJjFgC3b5u",3,269,2,affordable
419,All Lives Matter types hearing that Black Lives Matter or trans people losing their healthcare rights.… https://t.co/KtGqkLw5xq,1,79,0,"affordable,healthcare"
420,"Like, y'all are aware of the sunk cost fallacy.",2,47,1,"healthcare,medicare,cost"
421,@SkyNews TORY LIES COST LIFES!!!!!! 🤬🤬🤬🤬,2,108,0,cost
422,@HoarseWisperer @BershodM He says as he slips a few hundred thousand in his pocket.,2,657,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,preexisting,pocket"
423,COVID-19 has created new challenges for healthcare organizations in scaling up testing and care services while redu… https://t.co/OigP9fHtVK,2,103,0,"affordable,healthcare,insurance,preexisting,medicare"
424,@did_a_racism running for congress and my only healthcare policy is just euthanasia for virgins over 30 years old,1,327,2,"affordable,healthcare,preexisting,coverage"
425,"@Eliza__Mae @rhysblakely If he has Medicare, the company I work for they only have a deductible to meet, after that… https://t.co/CEKQ9PXTqx",2,32,0,"healthcare,medicare,insurance,prescription,preexisting,medicaid,affordable,coverage,aca"
426,"I have a small headache, and that is the new norm, and you're not supposed to take NSAID all the time, and this is… https://t.co/nfWX8Vdowm",1,2402,1,"insurance,prescription,preexisting,medicare,medicaid,healthcare,coverage,aca,affordable"
427,"If jobs with titles like ""Therapist/Social Worker III"" sound appealing to you, follow us to hear about these types… https://t.co/W2MgLjTua6",2,318,0,healthcare
428,"Transphobes     🤝     Racists
Unable to see why their views cost them friendships https://t.co/dGbKgr2bqN",1,259,27,cost
429,"At this moment, the is no one who I follow that is sharing live coverage of our community movement/protest. I under… https://t.co/3pKpSGfwcf",1,165,0,"preexisting,insurance,prescription,medicare,medicaid,coverage"
430,@judybattista @SharpFootball And who is the idiot forcing him out of the pocket?  Sometimes those closest to you are the worst for you! 😕,2,362,1,"preexisting,pocket,healthcare,medicare,affordable"
431,"@MarkLevineNYC San Francisco just barred cops from responding to non emergency calls—medical, mental health, homele… https://t.co/xF54RRlzNg",1,17,1,healthcare
432,"$100mn idea:

All-you-can-drink bar memberships cost $150 a month 

Each beer that you drink, you get $3 back

Don’… https://t.co/DmyIVwSpUz",1,2116,31,"cost,healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
433,@Foxtel @FOXFOOTY @AndrewGaze10 @bvince23 @cam_mooney @Sharni_Layton I’ll never watch #thebounce after you cut… https://t.co/PfbCOCv7Th,1,291,0,aca
434,"For me, it was the cost of being an Adult.  WOW is life expensive!  #expensive #tooexpensive… https://t.co/iU7HvFaym0",2,154,0,"affordable,cost,insurance,preexisting"
435,Congratulations Mr Siddharth Chabaria (Senior Partner Tata AIA Life Insurance) on becoming No 1 team in India.… https://t.co/q1dc1jpZuN,1,55,1,"insurance,prescription,preexisting"
436,"$GOOG $AAPL $SPY $AMZN $TDOC $TSLA $COST $BA $NFLX $NVDA $TWTR $ZM $BABA $FB $DOW $MSFT $QQQ $BB
Discord group… https://t.co/QrMYgEcryT",1,49,0,cost
437,"Letters to The Sun, June 13, 2020: In the condo insurance crisis, the time for study has long past https://t.co/dDcgzWTND8",1,1851,0,"insurance,preexisting,affordable"
438,@FrancisGamerNeo It’s still cost a considerable amount of time to defeat the hidden tru final boss sorry no spoilers here,1,33,0,"cost,healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
439,@JCdaGUNNER Didn't touch the gun. A taser has one shot before reloading. He took it &amp; shot wildly out as he ran...… https://t.co/raCfRhaMQe,1,17591,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
440,@niphette @SwagoiGaming Thanks so much!!! excited to go back and watch the coverage of my draft/games...that's a first for me!!!,3,2137,5,"coverage,healthcare,insurance,medicare,aca,affordable,medicaid"
441,"@ttocs35 @cgh2430 In any good private company that would and should cost him his job. 
In a school it will probably get him a promotion.",3,532,1,"insurance,preexisting,cost,healthcare,coverage,medicare,aca,affordable,medicaid"
442,"I can see 10 people selling the same shit , if the post is shareable I’ll share it. It cost $0 to share a post",2,1960,0,"insurance,prescription,preexisting,medicare,medicaid,cost,healthcare,coverage,aca,affordable"
443,"@anthramirez @wolfpk6 @Doranimated @davereaboi It's not required, but teachers are routinely underfinanced so they… https://t.co/ra4Q5GQ13G",2,18,5,"healthcare,medicare"
444,@chicagotribune @auntoona Chicago over COVID wave after Trump withheld PPE to gain leverage. Time to send inspector… https://t.co/66G0DdSQrj,1,393,1,coverage
445,Health Update #StaySafe T&amp;T #Covid_19 #Healthcare https://t.co/G4Z3TiTrWL,2,48,1,healthcare
446,@Aaron_Niles @DevenRue We're very fortunate for government health care. Its absolutely horrendous that everyone doe… https://t.co/2gsMU4HxLO,1,128,1,"affordable,healthcare"
447,"Without constant innovation ,competition overtaking you or taking a big chunk of your market share is just inevitab… https://t.co/KACXyCyN1A",3,394,0,"affordable,healthcare,insurance,coverage,medicare,aca,medicaid,preexisting"
448,"@cwalbone @Eliza__Mae @rhysblakely I just got to the USA, and I have free health insurance because I’m unemployed.… https://t.co/SXwrSqguKc",2,280,0,"insurance,prescription,preexisting,medicare,medicaid,healthcare"
449,"@AlfaShenoy The best of both worlds. 

Another more cost-effective alternative 

https://t.co/pd2j9KCmaD",3,834,1,cost
450,Reasons For Hiring A Professional Translator #TMSmart https://t.co/IpJqSifi2Z #healthcare,2,12933,0,"affordable,healthcare,insurance,coverage,medicare,aca,medicaid"
451,@chrispratt23 Oh great to know! Are the cable cars free or does it cost anything? I also aid maybe we can just get… https://t.co/iG3ncG6kfD,3,8,1,"healthcare,medicare,affordable,cost,insurance,prescription,preexisting,medicaid"
452,"@jean15849180 Here is a brief history of LNP corruption but how much coverage does this get?
https://t.co/2tJCalKXz7",1,6,5,"preexisting,healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
453,"And there won’t be one mention of the risk of Covid by our garbage media.

Contrast that to the hair-on-fire covera… https://t.co/6VLPQ2YgLO",2,23841,4,coverage
454,"Well, I must be really smart cuz I love my solitude. Evolution Made Really Smart People Long to Be Loners… https://t.co/aOFUYi9ATA",3,2304,2,"insurance,prescription,preexisting,medicare,medicaid"
455,Couldn’t agree MORE. There is no place for hate in healthcare!!!!! https://t.co/iDvLv6REuB,2,135,4,"preexisting,affordable,insurance,healthcare"
456,"@ArrowverseShots @GraceRandolph If they‘re standing precariously on the edge of bankruptcy, some theaters may play… https://t.co/0YbpUWVIgH",2,116,0,prescription
457,@theheraldsun Not a week ago I was looking at polls and thought “I bet the Hun starts writing about knife violence… https://t.co/S0x6fJ1zwR,1,371,3,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,prescription,preexisting"
458,"@Gus_Sls @lucasseubank Medicare costed around 630 billion in 2019. Australia handled it. The US population, includi… https://t.co/uIjGQPAF6H",2,30,1,"medicare,cost,insurance,preexisting"
459,@debbiemorrow_dm Only if she knew about the leak pre-sale. If not the inspector of the buyer should have seen it. H… https://t.co/bY8ub4259V,2,1945,0,"prescription,healthcare,affordable,cost,preexisting"
460,"@ChargersUnion Any GM would take TJ over joey in a heartbeat lol. Better pass rusher than joey, better run stopper,… https://t.co/gNMyrITcYw",2,279,7,"coverage,insurance,preexisting,healthcare,medicare,aca,affordable,medicaid"
461,OMG! $600 a month in food. He is so beautiful though. I am sure he is well worth the cost! 🙂 https://t.co/Ukar7t8f5C,2,2508,1,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,preexisting,prescription,cost"
462,"If somebody needs something from me and I have it or have the ability to get it, I wont hesitate even if I know tha… https://t.co/TyGqTB0YGi",2,3060,17,"medicare,medicaid,insurance,prescription,preexisting,affordable"
463,"https://t.co/NxhFvuwUiH

here is the problem with the vaccine trump is trying to push through",1,2051,2,preexisting
464,"📢 Narrative Medicine x PM&amp;R Opportunity

From Rebecca Mayeda, MS2 at @templemedschool: 

""This summer, I designed a… https://t.co/rUVSs7pk2X",3,339,19,"preexisting,insurance,prescription,medicare,medicaid"
465,"This girl told me I was pocket watching because I asked her how much she made from onlyfans 💀, I don’t even know the bitch",2,363,1,"medicare,medicaid,insurance,prescription,preexisting,pocket"
466,I think I've worked out what happened. What I had been told was that my prescription would be eligible for a refill… https://t.co/teyDbJEUIM,2,1404,0,"insurance,prescription,preexisting,medicare,medicaid,affordable,healthcare,coverage,aca"
467,@jmhorp Goes to show we should improve Medicare,2,908,2,medicare
468,@RumzSk @BajiPlease Ik is giving it from his pocket ??,2,30,11,"preexisting,pocket"
469,It’s really some lazy workers in the healthcare field 🥴🥴🥴🥴🥴 how you upset cause you do one patient  and I do everybody else every day?,1,737,1,"insurance,preexisting,healthcare,prescription,medicare,medicaid"
470,@SpryGuy @afortini Saying “you don’t get that option” is exactly why we still have two political parties who won’t… https://t.co/P4Kcx8DjkG,2,35,2,preexisting
471,From bed frame to #diygarden bench – cost-free upcycling job to inspire all https://t.co/k752DacGpm https://t.co/qbdhSfkf3R,3,131,0,cost
472,remember just slash 3 tires instead of all 4 so insurance won’t cover it https://t.co/yYntZv80Wn,1,1863,68,"insurance,coverage"
473,@babybabypluto LMFAOOOOOOO the toppings fr cause ain nun wrong with the pocket pussy 🥴,2,675,0,pocket
474,@LombardiHimself Foolishness kwon is a beast fast side line to side line awesome in coverage &amp; a leader they bet no… https://t.co/c4LP0I7j13,1,3,0,"preexisting,healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
475,COVID-19 Implications For Marine Insurance https://t.co/HXCfeoD13x #news,2,193,0,"affordable,insurance"
476,@teaheadjoyride i’ve never played another ac game (other than pocket camp lmao) i want to explore another one and meet another anchovy 😭,1,1477,0,"aca,pocket,insurance,prescription,preexisting,medicare,medicaid"
477,@KevlarUnicorn @AlijahMars @KnottDonn @Freedom_Flan Twenty years ago. Is that what you are worried about? Trump is… https://t.co/cD9LgjVCDA,2,2150,0,"preexisting,healthcare,medicare"
478,"@GeorgeTakei @Exiled_Timelord Because I like people having healthcare, I don't support UHC.  You're rich, you won't… https://t.co/IHE5XWyHLX",2,368,0,"insurance,prescription,preexisting,medicare,medicaid,healthcare"
479,"@Puzzle80X @bwinfrey Absolutely. Healthcare, education, and police reform all go hand-in-hand-in-hand.",3,5062,1,healthcare
480,Reinstate laws that protect LGBT people's right to healthcare - Sign the Petition! https://t.co/tlUD1AxB2q via @Change,2,570,2,healthcare
481,"@poloholic_214 Real shame those cops couldnt put that rabid animal down, now the taxpayer is going to be paying for… https://t.co/PWtjQa2oF6",1,10,0,preexisting
482,@composertae Tried looking but no luck. Monthly cost is still around £50 for most offers. Cheapest was £45 with a £… https://t.co/BT5YotnU1X,2,15,0,"cost,preexisting,affordable,healthcare,insurance,coverage,medicare,aca,medicaid"
483,tired of wagecucking gonna just get hit by a car for insurance money,1,842,15,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
484,"@MikeRMaffei Let's not forget that Rick Scott  privatized EVERYTHING here in FL i.e. our jails, healthcare, the DEO… https://t.co/TVxnZyEp3R",1,7,0,"insurance,preexisting,healthcare"
485,"@stillMurphee That's only when I tell you I know the answer, but don't tell you the answer until you put a single in my pen pocket.",1,1011,1,"insurance,prescription,preexisting,medicare,medicaid,healthcare,coverage,aca,affordable,pocket"
486,"It was considered a great honor to be chosen to carry the flag in battle. 
The Soldier was unarmed and knew they wo… https://t.co/z36f7fUk1c",3,1973,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,preexisting"
487,@sctxusa @ElijahSchaffer No. Just a pocket full of tens and twenties for payment of reparations if you’re not a person of color.,2,946,0,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid,pocket"
488,@babyjush12 @Dustin_Haueter @flickeryhslot @SkyHighYoshi @serestiaI The entire world mentality changed when we had… https://t.co/aF1meM1nTR,2,259,2,healthcare
489,https://t.co/X30lZeHSiq Breeder Insurance Domain Name For Sale #breeder #insurance #breederinsurance #Domains… https://t.co/WgX6CZ7AiQ,2,461,0,"insurance,affordable"
490,@jameslankford I disagree.  Leave the bases names alone.  You’ll incur a significant cost renaming those posts - wi… https://t.co/EOaH3yPRdC,2,65,0,"insurance,prescription,preexisting,medicare,medicaid,healthcare,coverage,aca,affordable,cost"
491,had committed towards her. This was right when Saturn went Retrograde last year and I remember telling my Mom to te… https://t.co/ubzqESgcAY,3,254,3,"insurance,prescription,preexisting,medicare,medicaid"
492,@ReasonboyR Check Google I'm not sure how much does it cost https://t.co/hvQX9HdOCD,2,39,0,cost
493,@TheDriven_io The cost to the environment of trying to quickly scrap gas guzzler transport would far outweigh the b… https://t.co/jsokCboOc4,1,438,0,cost
494,@jgurfinkel @jasonschreier Games cannot come at the cost of human health 🤷‍♂️,1,33,7,"cost,healthcare"
495,"People call things like #UBI and Universal Healthcare socialism, but expect everyone to work so that a few people c… https://t.co/OIX8SIslQF",1,3104,2,"healthcare,insurance,coverage,medicare,aca,affordable,medicaid"
496,Donald J. Trump: Bring Back Trans Rights in Healthcare - Sign the Petition! https://t.co/h6FD9mVVo9 via @Change,2,268,0,"insurance,preexisting,healthcare"
497,"GVIEWIN Designed for Google Pixel 2 XL Screen Protector [3 Pack], Tempered Glass Full Coverage Screen Protection Fi… https://t.co/R9GvdHCVzt",1,22,0,"affordable,coverage"
498,"@ZeroT_H @Owlmandias You really can’t argue with this type of person, the most that will do is cost you brain cells.",1,37,0,"preexisting,cost"
499,"@tanniedeul7 Yeah.. payment and cost is not the issue,it's the happiness that everyone feels when the BBConline con… https://t.co/dOB1jX56Od",2,1,0,"cost,preexisting"
