FIPS,ID,area_name,Unemployment_Rate
27103,200827103,"Nicollet County, MN",4.3
27105,200827105,"Nobles County, MN",4.2
27107,200827107,"Norman County, MN",5.6
27109,200827109,"Olmsted County, MN",4.4
27111,200827111,"Otter Tail County, MN",6.1
27113,200827113,"Pennington County, MN",7.1
27115,200827115,"Pine County, MN",8.6
27117,200827117,"Pipestone County, MN",4.4
27119,200827119,"Polk County, MN",5
27121,200827121,"Pope County, MN",5.3
27123,200827123,"Ramsey County, MN",5.3
27125,200827125,"Red Lake County, MN",7.9
27127,200827127,"Redwood County, MN",5.4
27129,200827129,"Renville County, MN",5.8
27131,200827131,"Rice County, MN",5.9
27133,200827133,"Rock County, MN",3.9
27135,200827135,"Roseau County, MN",4.9
27137,200827137,"St. Louis County, MN",6.3
27139,200827139,"Scott County, MN",5
27141,200827141,"Sherburne County, MN",6.2
27143,200827143,"Sibley County, MN",6.3
27145,200827145,"Stearns County, MN",5.6
27147,200827147,"Steele County, MN",5.1
27149,200827149,"Stevens County, MN",4.7
27151,200827151,"Swift County, MN",6.1
27153,200827153,"Todd County, MN",6.5
27155,200827155,"Traverse County, MN",5.5
27157,200827157,"Wabasha County, MN",5
27159,200827159,"Wadena County, MN",8.2
27161,200827161,"Waseca County, MN",5.4
27163,200827163,"Washington County, MN",5
27165,200827165,"Watonwan County, MN",6.5
27167,200827167,"Wilkin County, MN",4.4
27169,200827169,"Winona County, MN",4.8
27171,200827171,"Wright County, MN",6.1
27173,200827173,"Yellow Medicine County, MN",5.1
28000,200828000,Mississippi,6.6
28001,200828001,"Adams County, MS",6.5
28003,200828003,"Alcorn County, MS",7.6
28005,200828005,"Amite County, MS",7
28007,200828007,"Attala County, MS",8.9
28009,200828009,"Benton County, MS",11
28011,200828011,"Bolivar County, MS",8.4
28013,200828013,"Calhoun County, MS",8.8
28015,200828015,"Carroll County, MS",7
28017,200828017,"Chickasaw County, MS",10.7
28019,200828019,"Choctaw County, MS",7.9
28021,200828021,"Claiborne County, MS",10.7
28023,200828023,"Clarke County, MS",7.6
28025,200828025,"Clay County, MS",12.8
28027,200828027,"Coahoma County, MS",9
28029,200828029,"Copiah County, MS",7.1
28031,200828031,"Covington County, MS",5.9
28033,200828033,"DeSoto County, MS",4.6
28035,200828035,"Forrest County, MS",5.6
28037,200828037,"Franklin County, MS",7.5
28039,200828039,"George County, MS",7.4
28041,200828041,"Greene County, MS",9
28043,200828043,"Grenada County, MS",7.3
28045,200828045,"Hancock County, MS",5.5
28047,200828047,"Harrison County, MS",5.4
28049,200828049,"Hinds County, MS",5.9
28051,200828051,"Holmes County, MS",12.9
28053,200828053,"Humphreys County, MS",9.6
28055,200828055,"Issaquena County, MS",8.6
28057,200828057,"Itawamba County, MS",8
28059,200828059,"Jackson County, MS",5.7
28061,200828061,"Jasper County, MS",7
28063,200828063,"Jefferson County, MS",13.1
28065,200828065,"Jefferson Davis County, MS",6.8
28067,200828067,"Jones County, MS",5.2
28069,200828069,"Kemper County, MS",8.1
28071,200828071,"Lafayette County, MS",5.2
28073,200828073,"Lamar County, MS",4.6
28075,200828075,"Lauderdale County, MS",6.7
28077,200828077,"Lawrence County, MS",7.7
28079,200828079,"Leake County, MS",6.7
28081,200828081,"Lee County, MS",6.9
28083,200828083,"Leflore County, MS",8.8
28085,200828085,"Lincoln County, MS",7.2
28087,200828087,"Lowndes County, MS",7.6
28089,200828089,"Madison County, MS",5.1
28091,200828091,"Marion County, MS",6.9
28093,200828093,"Marshall County, MS",8
28095,200828095,"Monroe County, MS",9.6
28097,200828097,"Montgomery County, MS",8.6
28099,200828099,"Neshoba County, MS",5.3
28101,200828101,"Newton County, MS",6.5
28103,200828103,"Noxubee County, MS",13.5
28105,200828105,"Oktibbeha County, MS",6.2
28107,200828107,"Panola County, MS",8.3
28109,200828109,"Pearl River County, MS",6.6
28111,200828111,"Perry County, MS",8.1
28113,200828113,"Pike County, MS",6.9
28115,200828115,"Pontotoc County, MS",7.7
28117,200828117,"Prentiss County, MS",8
28119,200828119,"Quitman County, MS",8.8
28121,200828121,"Rankin County, MS",4.1
28123,200828123,"Scott County, MS",5
28125,200828125,"Sharkey County, MS",8.5
28127,200828127,"Simpson County, MS",5.8
28129,200828129,"Smith County, MS",6.4
28131,200828131,"Stone County, MS",5.8
28133,200828133,"Sunflower County, MS",10.2
28135,200828135,"Tallahatchie County, MS",8.3
28137,200828137,"Tate County, MS",6.7
28139,200828139,"Tippah County, MS",9.9
28141,200828141,"Tishomingo County, MS",8.8
28143,200828143,"Tunica County, MS",10.5
28145,200828145,"Union County, MS",6.9
28147,200828147,"Walthall County, MS",7.1
28149,200828149,"Warren County, MS",6.3
28151,200828151,"Washington County, MS",9.4
28153,200828153,"Wayne County, MS",7.4
28155,200828155,"Webster County, MS",9.2
28157,200828157,"Wilkinson County, MS",7.9
28159,200828159,"Winston County, MS",7.4
28161,200828161,"Yalobusha County, MS",8.5
28163,200828163,"Yazoo County, MS",8.7
29000,200829000,Missouri,6.1
29001,200829001,"Adair County, MO",5.3
29003,200829003,"Andrew County, MO",4.8
29005,200829005,"Atchison County, MO",4.8
29007,200829007,"Audrain County, MO",6.2
29009,200829009,"Barry County, MO",5.5
29011,200829011,"Barton County, MO",9.3
29013,200829013,"Bates County, MO",7.2
29015,200829015,"Benton County, MO",6.9
29017,200829017,"Bollinger County, MO",6.7
29019,200829019,"Boone County, MO",4.4
29021,200829021,"Buchanan County, MO",5.2
29023,200829023,"Butler County, MO",6.2
29025,200829025,"Caldwell County, MO",6.7
29027,200829027,"Callaway County, MO",5.4
29029,200829029,"Camden County, MO",6.3
29031,200829031,"Cape Girardeau County, MO",5.2
29033,200829033,"Carroll County, MO",7.1
29035,200829035,"Carter County, MO",7.2
29037,200829037,"Cass County, MO",6
29039,200829039,"Cedar County, MO",6.5
29041,200829041,"Chariton County, MO",6.2
29043,200829043,"Christian County, MO",5
29045,200829045,"Clark County, MO",6.1
29047,200829047,"Clay County, MO",5.2
29049,200829049,"Clinton County, MO",5.9
29051,200829051,"Cole County, MO",4.5
29053,200829053,"Cooper County, MO",5.7
29055,200829055,"Crawford County, MO",8.1
29057,200829057,"Dade County, MO",6.3
29059,200829059,"Dallas County, MO",7.6
29061,200829061,"Daviess County, MO",5.4
29063,200829063,"DeKalb County, MO",6.3
29065,200829065,"Dent County, MO",7.7
29067,200829067,"Douglas County, MO",6.8
29069,200829069,"Dunklin County, MO",7.9
29071,200829071,"Franklin County, MO",7.5
29073,200829073,"Gasconade County, MO",7.6
29075,200829075,"Gentry County, MO",4.5
29077,200829077,"Greene County, MO",5.1
29079,200829079,"Grundy County, MO",5.6
29081,200829081,"Harrison County, MO",4.9
29083,200829083,"Henry County, MO",6.7
29085,200829085,"Hickory County, MO",9.7
29087,200829087,"Holt County, MO",5
29089,200829089,"Howard County, MO",6
29091,200829091,"Howell County, MO",5.7
29093,200829093,"Iron County, MO",5.7
29095,200829095,"Jackson County, MO",6.9
29097,200829097,"Jasper County, MO",5.2
29099,200829099,"Jefferson County, MO",6.9
29101,200829101,"Johnson County, MO",5.3
29103,200829103,"Knox County, MO",4.7
29105,200829105,"Laclede County, MO",7.6
29107,200829107,"Lafayette County, MO",6.1
29109,200829109,"Lawrence County, MO",4.8
29111,200829111,"Lewis County, MO",4.8
29113,200829113,"Lincoln County, MO",7.8
29115,200829115,"Linn County, MO",7
29117,200829117,"Livingston County, MO",5.2
29119,200829119,"McDonald County, MO",4.9
29121,200829121,"Macon County, MO",6
29123,200829123,"Madison County, MO",6.1
29125,200829125,"Maries County, MO",6.3
29127,200829127,"Marion County, MO",5.6
29129,200829129,"Mercer County, MO",4.8
29131,200829131,"Miller County, MO",6.7
29133,200829133,"Mississippi County, MO",7.3
29135,200829135,"Moniteau County, MO",5.5
29137,200829137,"Monroe County, MO",7
29139,200829139,"Montgomery County, MO",7.2
29141,200829141,"Morgan County, MO",7.5
29143,200829143,"New Madrid County, MO",7.1
29145,200829145,"Newton County, MO",5.5
29147,200829147,"Nodaway County, MO",4.2
29149,200829149,"Oregon County, MO",5.9
29151,200829151,"Osage County, MO",6.2
29153,200829153,"Ozark County, MO",6.1
29155,200829155,"Pemiscot County, MO",7.4
29157,200829157,"Perry County, MO",4.6
29159,200829159,"Pettis County, MO",6.2
29161,200829161,"Phelps County, MO",5.9
29163,200829163,"Pike County, MO",5.7
29165,200829165,"Platte County, MO",4.8
29167,200829167,"Polk County, MO",6.1
29169,200829169,"Pulaski County, MO",5.7
29171,200829171,"Putnam County, MO",5.4
29173,200829173,"Ralls County, MO",5.3
29175,200829175,"Randolph County, MO",6.1
29177,200829177,"Ray County, MO",6.4
29179,200829179,"Reynolds County, MO",7.3
29181,200829181,"Ripley County, MO",6.7
29183,200829183,"St. Charles County, MO",5.5
29185,200829185,"St. Clair County, MO",7.1
29186,200829186,"Ste. Genevieve County, MO",5.9
29187,200829187,"St. Francois County, MO",7.1
29189,200829189,"St. Louis County, MO",6
29195,200829195,"Saline County, MO",5.7
29197,200829197,"Schuyler County, MO",6.4
29199,200829199,"Scotland County, MO",6.6
29201,200829201,"Scott County, MO",6.6
29203,200829203,"Shannon County, MO",7.9
29205,200829205,"Shelby County, MO",5.3
29207,200829207,"Stoddard County, MO",7.5
29209,200829209,"Stone County, MO",7.8
29211,200829211,"Sullivan County, MO",5.8
29213,200829213,"Taney County, MO",7.7
29215,200829215,"Texas County, MO",6.9
29217,200829217,"Vernon County, MO",5.6
29219,200829219,"Warren County, MO",7.5
29221,200829221,"Washington County, MO",10.2
29223,200829223,"Wayne County, MO",6.8
29225,200829225,"Webster County, MO",5.7
29227,200829227,"Worth County, MO",5.5
29229,200829229,"Wright County, MO",7.2
29510,200829510,"St. Louis city, MO",7.8
30000,200830000,Montana,5.1
30001,200830001,"Beaverhead County, MT",4.1
30003,200830003,"Big Horn County, MT",8.3
30005,200830005,"Blaine County, MT",4.5
30007,200830007,"Broadwater County, MT",5.6
30009,200830009,"Carbon County, MT",4.3
30011,200830011,"Carter County, MT",3.3
30013,200830013,"Cascade County, MT",4.7
30015,200830015,"Chouteau County, MT",3.6
30017,200830017,"Custer County, MT",4.2
30019,200830019,"Daniels County, MT",3.7
30021,200830021,"Dawson County, MT",3.7
30023,200830023,"Deer Lodge County, MT",6.7
30025,200830025,"Fallon County, MT",2.6
30027,200830027,"Fergus County, MT",4.8
30029,200830029,"Flathead County, MT",6.7
30031,200830031,"Gallatin County, MT",4.2
30033,200830033,"Garfield County, MT",3.5
30035,200830035,"Glacier County, MT",9.2
30037,200830037,"Golden Valley County, MT",5
30039,200830039,"Granite County, MT",6.7
30041,200830041,"Hill County, MT",5.1
30043,200830043,"Jefferson County, MT",4.6
30045,200830045,"Judith Basin County, MT",4.4
30047,200830047,"Lake County, MT",7.5
30049,200830049,"Lewis and Clark County, MT",4.2
30051,200830051,"Liberty County, MT",4.2
30053,200830053,"Lincoln County, MT",10.8
30055,200830055,"McCone County, MT",2.8
30057,200830057,"Madison County, MT",4.2
30059,200830059,"Meagher County, MT",7
30061,200830061,"Mineral County, MT",7.2
30063,200830063,"Missoula County, MT",5
30065,200830065,"Musselshell County, MT",5.9
30067,200830067,"Park County, MT",5.3
30069,200830069,"Petroleum County, MT",5.6
30071,200830071,"Phillips County, MT",5.1
30073,200830073,"Pondera County, MT",5.5
30075,200830075,"Powder River County, MT",3.6
30077,200830077,"Powell County, MT",7.7
30079,200830079,"Prairie County, MT",4.2
30081,200830081,"Ravalli County, MT",6.6
30083,200830083,"Richland County, MT",3.2
30085,200830085,"Roosevelt County, MT",7.4
30087,200830087,"Rosebud County, MT",6.3
30089,200830089,"Sanders County, MT",10.4
30091,200830091,"Sheridan County, MT",3.2
30093,200830093,"Silver Bow County, MT",4.9
30095,200830095,"Stillwater County, MT",4.4
30097,200830097,"Sweet Grass County, MT",2.7
30099,200830099,"Teton County, MT",4.2
30101,200830101,"Toole County, MT",3.3
30103,200830103,"Treasure County, MT",4.2
30105,200830105,"Valley County, MT",4.3
30107,200830107,"Wheatland County, MT",4.1
30109,200830109,"Wibaux County, MT",3.6
30111,200830111,"Yellowstone County, MT",3.8
31000,200831000,Nebraska,3.3
31001,200831001,"Adams County, NE",3.1
31003,200831003,"Antelope County, NE",3
31005,200831005,"Arthur County, NE",3.7
31007,200831007,"Banner County, NE",2.5
31009,200831009,"Blaine County, NE",4.9
31011,200831011,"Boone County, NE",2.6
31013,200831013,"Box Butte County, NE",3.7
31015,200831015,"Boyd County, NE",3.2
31017,200831017,"Brown County, NE",2.7
31019,200831019,"Buffalo County, NE",2.5
31021,200831021,"Burt County, NE",4.2
31023,200831023,"Butler County, NE",2.9
31025,200831025,"Cass County, NE",3.7
31027,200831027,"Cedar County, NE",2.5
31029,200831029,"Chase County, NE",2.7
31031,200831031,"Cherry County, NE",2.4
31033,200831033,"Cheyenne County, NE",2.8
31035,200831035,"Clay County, NE",3.2
31037,200831037,"Colfax County, NE",2.6
31039,200831039,"Cuming County, NE",2.9
31041,200831041,"Custer County, NE",2.4
31043,200831043,"Dakota County, NE",4.2
31045,200831045,"Dawes County, NE",2.9
31047,200831047,"Dawson County, NE",4
31049,200831049,"Deuel County, NE",2.9
31051,200831051,"Dixon County, NE",3.2
31053,200831053,"Dodge County, NE",3.5
31055,200831055,"Douglas County, NE",3.7
31057,200831057,"Dundy County, NE",2.9
31059,200831059,"Fillmore County, NE",3
31061,200831061,"Franklin County, NE",3
31063,200831063,"Frontier County, NE",2.8
31065,200831065,"Furnas County, NE",2.9
31067,200831067,"Gage County, NE",4.7
31069,200831069,"Garden County, NE",3
31071,200831071,"Garfield County, NE",2.6
31073,200831073,"Gosper County, NE",3.2
31075,200831075,"Grant County, NE",2.9
31077,200831077,"Greeley County, NE",2.9
31079,200831079,"Hall County, NE",3.1
31081,200831081,"Hamilton County, NE",2.4
31083,200831083,"Harlan County, NE",3.1
31085,200831085,"Hayes County, NE",3.8
31087,200831087,"Hitchcock County, NE",3.4
31089,200831089,"Holt County, NE",2.7
31091,200831091,"Hooker County, NE",4.3
31093,200831093,"Howard County, NE",3.1
31095,200831095,"Jefferson County, NE",3.9
31097,200831097,"Johnson County, NE",3.2
31099,200831099,"Kearney County, NE",2.7
31101,200831101,"Keith County, NE",2.9
31103,200831103,"Keya Paha County, NE",4.8
31105,200831105,"Kimball County, NE",3.4
31107,200831107,"Knox County, NE",3.2
31109,200831109,"Lancaster County, NE",3.1
31111,200831111,"Lincoln County, NE",3
31113,200831113,"Logan County, NE",2.2
31115,200831115,"Loup County, NE",3.8
31117,200831117,"McPherson County, NE",2.3
31119,200831119,"Madison County, NE",3.3
31121,200831121,"Merrick County, NE",3.1
31123,200831123,"Morrill County, NE",3.1
31125,200831125,"Nance County, NE",3
31127,200831127,"Nemaha County, NE",4.6
31129,200831129,"Nuckolls County, NE",2.9
31131,200831131,"Otoe County, NE",3.5
31133,200831133,"Pawnee County, NE",3.4
31135,200831135,"Perkins County, NE",2.4
31137,200831137,"Phelps County, NE",2.4
31139,200831139,"Pierce County, NE",3
31141,200831141,"Platte County, NE",3
31143,200831143,"Polk County, NE",2.8
31145,200831145,"Red Willow County, NE",2.9
31147,200831147,"Richardson County, NE",4.4
31149,200831149,"Rock County, NE",2.8
31151,200831151,"Saline County, NE",3.4
31153,200831153,"Sarpy County, NE",3.2
31155,200831155,"Saunders County, NE",3.6
31157,200831157,"Scotts Bluff County, NE",3.7
31159,200831159,"Seward County, NE",3.2
31161,200831161,"Sheridan County, NE",2.7
31163,200831163,"Sherman County, NE",2.7
31165,200831165,"Sioux County, NE",3.4
31167,200831167,"Stanton County, NE",2.8
31169,200831169,"Thayer County, NE",3.2
31171,200831171,"Thomas County, NE",4
31173,200831173,"Thurston County, NE",6.7
31175,200831175,"Valley County, NE",2.8
31177,200831177,"Washington County, NE",3.1
31179,200831179,"Wayne County, NE",2.9
31181,200831181,"Webster County, NE",3.4
31183,200831183,"Wheeler County, NE",2.3
31185,200831185,"York County, NE",3.7
32000,200832000,Nevada,6.7
32001,200832001,"Churchill County, NV",6
32003,200832003,"Clark County, NV",6.6
32005,200832005,"Douglas County, NV",7.4
32007,200832007,"Elko County, NV",4.3
32009,200832009,"Esmeralda County, NV",4.9
32011,200832011,"Eureka County, NV",5.2
32013,200832013,"Humboldt County, NV",4.9
32015,200832015,"Lander County, NV",4.4
32017,200832017,"Lincoln County, NV",5.6
32019,200832019,"Lyon County, NV",9.8
32021,200832021,"Mineral County, NV",7.5
32023,200832023,"Nye County, NV",9.7
32027,200832027,"Pershing County, NV",7
32029,200832029,"Storey County, NV",6.9
32031,200832031,"Washoe County, NV",6.8
32033,200832033,"White Pine County, NV",4.7
32510,200832510,"Carson City, NV",7.1
33000,200833000,New Hampshire,3.9
33001,200833001,"Belknap County, NH",4.1
33003,200833003,"Carroll County, NH",3.6
33005,200833005,"Cheshire County, NH",3.7
33007,200833007,"Coos County, NH",5.2
33009,200833009,"Grafton County, NH",3.1
33011,200833011,"Hillsborough County, NH",3.9
33013,200833013,"Merrimack County, NH",3.6
33015,200833015,"Rockingham County, NH",4.2
33017,200833017,"Strafford County, NH",3.6
33019,200833019,"Sullivan County, NH",3.4
34000,200834000,New Jersey,5.3
34001,200834001,"Atlantic County, NJ",6.8
34003,200834003,"Bergen County, NJ",4.4
34005,200834005,"Burlington County, NJ",4.9
34007,200834007,"Camden County, NJ",5.9
34009,200834009,"Cape May County, NJ",7.9
34011,200834011,"Cumberland County, NJ",7.9
34013,200834013,"Essex County, NJ",6.4
34015,200834015,"Gloucester County, NJ",5.3
34017,200834017,"Hudson County, NJ",6.2
34019,200834019,"Hunterdon County, NJ",3.7
34021,200834021,"Mercer County, NJ",4.7
34023,200834023,"Middlesex County, NJ",4.9
34025,200834025,"Monmouth County, NJ",4.8
34027,200834027,"Morris County, NJ",3.9
34029,200834029,"Ocean County, NJ",5.8
34031,200834031,"Passaic County, NJ",6.6
34033,200834033,"Salem County, NJ",6.1
34035,200834035,"Somerset County, NJ",4
34037,200834037,"Sussex County, NJ",4.9
34039,200834039,"Union County, NJ",5.6
34041,200834041,"Warren County, NJ",4.9
35000,200835000,New Mexico,4.5
35001,200835001,"Bernalillo County, NM",4.4
35003,200835003,"Catron County, NM",5.3
35005,200835005,"Chaves County, NM",4.3
35006,200835006,"Cibola County, NM",4.6
35007,200835007,"Colfax County, NM",4.4
35009,200835009,"Curry County, NM",3.2
35011,200835011,"De Baca County, NM",4.1
35013,200835013,"Dona Ana County, NM",4.7
35015,200835015,"Eddy County, NM",3
35017,200835017,"Grant County, NM",5
35019,200835019,"Guadalupe County, NM",6.1
35021,200835021,"Harding County, NM",3
35023,200835023,"Hidalgo County, NM",4.3
35025,200835025,"Lea County, NM",2.9
35027,200835027,"Lincoln County, NM",3.5
35028,200835028,"Los Alamos County, NM",3
35029,200835029,"Luna County, NM",12.1
35031,200835031,"McKinley County, NM",5.5
35033,200835033,"Mora County, NM",8.6
35035,200835035,"Otero County, NM",4.4
35037,200835037,"Quay County, NM",4.9
35039,200835039,"Rio Arriba County, NM",5.5
35041,200835041,"Roosevelt County, NM",3.1
35043,200835043,"Sandoval County, NM",5.2
35045,200835045,"San Juan County, NM",3.9
35047,200835047,"San Miguel County, NM",4.9
35049,200835049,"Santa Fe County, NM",3.8
35051,200835051,"Sierra County, NM",4.1
35053,200835053,"Socorro County, NM",3.6
35055,200835055,"Taos County, NM",5.5
35057,200835057,"Torrance County, NM",5.6
35059,200835059,"Union County, NM",2.9
35061,200835061,"Valencia County, NM",5.1
36000,200836000,New York,5.4
36001,200836001,"Albany County, NY",4.9
36003,200836003,"Allegany County, NY",6.4
36005,200836005,"Bronx County, NY",7.6
36007,200836007,"Broome County, NY",5.6
36009,200836009,"Cattaraugus County, NY",6.1
36011,200836011,"Cayuga County, NY",5.5
36013,200836013,"Chautauqua County, NY",5.5
36015,200836015,"Chemung County, NY",5.6
36017,200836017,"Chenango County, NY",6.4
36019,200836019,"Clinton County, NY",6.5
36021,200836021,"Columbia County, NY",4.8
36023,200836023,"Cortland County, NY",6.4
36025,200836025,"Delaware County, NY",6
36027,200836027,"Dutchess County, NY",5.1
36029,200836029,"Erie County, NY",5.7
36031,200836031,"Essex County, NY",6.7
36033,200836033,"Franklin County, NY",6.9
36035,200836035,"Fulton County, NY",6.7
36037,200836037,"Genesee County, NY",5.6
36039,200836039,"Greene County, NY",5.9
36041,200836041,"Hamilton County, NY",6.2
36043,200836043,"Herkimer County, NY",6.1
36045,200836045,"Jefferson County, NY",6.8
36047,200836047,"Kings County, NY",6
36049,200836049,"Lewis County, NY",6.7
36051,200836051,"Livingston County, NY",5.9
36053,200836053,"Madison County, NY",5.7
36055,200836055,"Monroe County, NY",5.5
36057,200836057,"Montgomery County, NY",7.1
36059,200836059,"Nassau County, NY",4.7
36061,200836061,"New York County, NY",4.9
36063,200836063,"Niagara County, NY",6.7
36065,200836065,"Oneida County, NY",5.4
36067,200836067,"Onondaga County, NY",5.2
36069,200836069,"Ontario County, NY",5.2
36071,200836071,"Orange County, NY",5.4
36073,200836073,"Orleans County, NY",6.9
36075,200836075,"Oswego County, NY",7
36077,200836077,"Otsego County, NY",5.7
36079,200836079,"Putnam County, NY",4.4
36081,200836081,"Queens County, NY",5
36083,200836083,"Rensselaer County, NY",5.2
36085,200836085,"Richmond County, NY",5.1
36087,200836087,"Rockland County, NY",4.8
36089,200836089,"St. Lawrence County, NY",7.1
36091,200836091,"Saratoga County, NY",4.6
36093,200836093,"Schenectady County, NY",5.1
36095,200836095,"Schoharie County, NY",6.9
36097,200836097,"Schuyler County, NY",5.8
36099,200836099,"Seneca County, NY",5.5
36101,200836101,"Steuben County, NY",6.1
36103,200836103,"Suffolk County, NY",5
36105,200836105,"Sullivan County, NY",6.5
36107,200836107,"Tioga County, NY",5.3
36109,200836109,"Tompkins County, NY",4.1
36111,200836111,"Ulster County, NY",5.5
36113,200836113,"Warren County, NY",5.6
36115,200836115,"Washington County, NY",5.3
36117,200836117,"Wayne County, NY",5.9
36119,200836119,"Westchester County, NY",4.8
36121,200836121,"Wyoming County, NY",6.2
36123,200836123,"Yates County, NY",4.9
37000,200837000,North Carolina,6.1
37001,200837001,"Alamance County, NC",6.4
37003,200837003,"Alexander County, NC",7
37005,200837005,"Alleghany County, NC",7.4
37007,200837007,"Anson County, NC",8.8
37009,200837009,"Ashe County, NC",6.7
37011,200837011,"Avery County, NC",5.7
37013,200837013,"Beaufort County, NC",7.1
37015,200837015,"Bertie County, NC",7.6
37017,200837017,"Bladen County, NC",7.7
37019,200837019,"Brunswick County, NC",6.3
37021,200837021,"Buncombe County, NC",4.7
37023,200837023,"Burke County, NC",8.1
37025,200837025,"Cabarrus County, NC",5.7
37027,200837027,"Caldwell County, NC",7.7
37029,200837029,"Camden County, NC",5.4
37031,200837031,"Carteret County, NC",5.3
37033,200837033,"Caswell County, NC",8
37035,200837035,"Catawba County, NC",7.1
37037,200837037,"Chatham County, NC",4.9
37039,200837039,"Cherokee County, NC",9.1
37041,200837041,"Chowan County, NC",8.6
37043,200837043,"Clay County, NC",6.4
37045,200837045,"Cleveland County, NC",8.2
37047,200837047,"Columbus County, NC",7.7
37049,200837049,"Craven County, NC",5.9
37051,200837051,"Cumberland County, NC",6.1
37053,200837053,"Currituck County, NC",4.3
37055,200837055,"Dare County, NC",6.3
37057,200837057,"Davidson County, NC",7.1
37059,200837059,"Davie County, NC",6
37061,200837061,"Duplin County, NC",5.8
37063,200837063,"Durham County, NC",4.7
37065,200837065,"Edgecombe County, NC",10.1
37067,200837067,"Forsyth County, NC",5.6
37069,200837069,"Franklin County, NC",6.2
37071,200837071,"Gaston County, NC",7.5
37073,200837073,"Gates County, NC",5.3
37075,200837075,"Graham County, NC",10.6
37077,200837077,"Granville County, NC",6.7
37079,200837079,"Greene County, NC",6.5
37081,200837081,"Guilford County, NC",6
37083,200837083,"Halifax County, NC",8.9
37085,200837085,"Harnett County, NC",6.6
37087,200837087,"Haywood County, NC",5.6
37089,200837089,"Henderson County, NC",4.7
37091,200837091,"Hertford County, NC",6.6
37093,200837093,"Hoke County, NC",5.7
37095,200837095,"Hyde County, NC",6.9
37097,200837097,"Iredell County, NC",6.4
37099,200837099,"Jackson County, NC",5
37101,200837101,"Johnston County, NC",5.7
37103,200837103,"Jones County, NC",6.4
37105,200837105,"Lee County, NC",7.5
37107,200837107,"Lenoir County, NC",7.2
37109,200837109,"Lincoln County, NC",7.2
37111,200837111,"McDowell County, NC",8.1
37113,200837113,"Macon County, NC",5.9
37115,200837115,"Madison County, NC",5.6
37117,200837117,"Martin County, NC",6.4
37119,200837119,"Mecklenburg County, NC",5.9
37121,200837121,"Mitchell County, NC",8
37123,200837123,"Montgomery County, NC",8.1
37125,200837125,"Moore County, NC",6.1
37127,200837127,"Nash County, NC",7.4
37129,200837129,"New Hanover County, NC",5.1
37131,200837131,"Northampton County, NC",7.7
37133,200837133,"Onslow County, NC",5.6
37135,200837135,"Orange County, NC",4
37137,200837137,"Pamlico County, NC",5.9
37139,200837139,"Pasquotank County, NC",6.8
37141,200837141,"Pender County, NC",6
37143,200837143,"Perquimans County, NC",6.7
37145,200837145,"Person County, NC",7.2
37147,200837147,"Pitt County, NC",6.4
37149,200837149,"Polk County, NC",4.8
37151,200837151,"Randolph County, NC",6.3
37153,200837153,"Richmond County, NC",9.2
37155,200837155,"Robeson County, NC",7.9
37157,200837157,"Rockingham County, NC",7.4
37159,200837159,"Rowan County, NC",6.8
37161,200837161,"Rutherford County, NC",8
37163,200837163,"Sampson County, NC",5.3
37165,200837165,"Scotland County, NC",10.9
37167,200837167,"Stanly County, NC",6.5
37169,200837169,"Stokes County, NC",5.8
37171,200837171,"Surry County, NC",7.7
37173,200837173,"Swain County, NC",7.8
37175,200837175,"Transylvania County, NC",5.1
37177,200837177,"Tyrrell County, NC",7
37179,200837179,"Union County, NC",5.5
37181,200837181,"Vance County, NC",8.8
37183,200837183,"Wake County, NC",4.6
37185,200837185,"Warren County, NC",8.4
37187,200837187,"Washington County, NC",7.6
37189,200837189,"Watauga County, NC",4.7
37191,200837191,"Wayne County, NC",5.7
37193,200837193,"Wilkes County, NC",7.5
37195,200837195,"Wilson County, NC",7.7
37197,200837197,"Yadkin County, NC",5.6
37199,200837199,"Yancey County, NC",7.6
38000,200838000,North Dakota,3.2
38001,200838001,"Adams County, ND",2.4
38003,200838003,"Barnes County, ND",2.9
38005,200838005,"Benson County, ND",6.4
38007,200838007,"Billings County, ND",2.1
38009,200838009,"Bottineau County, ND",3.2
38011,200838011,"Bowman County, ND",2.1
38013,200838013,"Burke County, ND",2.4
38015,200838015,"Burleigh County, ND",2.8
38017,200838017,"Cass County, ND",2.7
38019,200838019,"Cavalier County, ND",3.1
38021,200838021,"Dickey County, ND",3
38023,200838023,"Divide County, ND",3.2
38025,200838025,"Dunn County, ND",3.2
38027,200838027,"Eddy County, ND",5.6
38029,200838029,"Emmons County, ND",4.9
38031,200838031,"Foster County, ND",3
38033,200838033,"Golden Valley County, ND",2.8
38035,200838035,"Grand Forks County, ND",3
38037,200838037,"Grant County, ND",4.1
38039,200838039,"Griggs County, ND",2.4
38041,200838041,"Hettinger County, ND",3.5
38043,200838043,"Kidder County, ND",4.1
38045,200838045,"LaMoure County, ND",3.3
38047,200838047,"Logan County, ND",3.6
38049,200838049,"McHenry County, ND",5.1
38051,200838051,"McIntosh County, ND",2.9
38053,200838053,"McKenzie County, ND",2.4
38055,200838055,"McLean County, ND",4.5
38057,200838057,"Mercer County, ND",4.6
38059,200838059,"Morton County, ND",3.5
38061,200838061,"Mountrail County, ND",4.2
38063,200838063,"Nelson County, ND",3.3
38065,200838065,"Oliver County, ND",4.5
38067,200838067,"Pembina County, ND",5.2
